consulta	nombre	categoria	direccion	pagina_web	telefono
supermercado	Supermercado Cordillera	Supermercados	Av Bellavista 573 Palena - X Región	NA	(+56)652741207
supermercado	Minimarket Andrus	Supermercados	Los Abetos 1947 San Pedro de la Paz - VIII Región	NA	(+56)412286005
supermercado	Comercial Puerto Varas Limitada	Supermercados	Pje Los Ulmos 11 Puerto Varas - X Región	NA	(+56)652335305
supermercado	Minimarket Pagano y Vegano	Supermercados	Maipú 470 Concepción - VIII Región	www.paganoyvegano.cl	(+56)412222208
supermercado	Comercializadora Mauricio Alejandro Barahona Carra	Supermercados	Moneda 2264 SANTIAGO - RM	NA	(+56)226716735
supermercado	Lacteos Piedras Blancas Limitada	Supermercados	Pje Santa Bárbara 0 Los Angeles - VIII Región	NA	(+56)431971879
supermercado	Hipermercado Talca la Florida Limitada	Supermercados	Av Colín 240 Talca - VII Región	NA	(+56)712342200
supermercado	Sociedad Cartes Reyes dos y CIA. Limitada	Supermercados	F.Segundo Oelckers 581 Puerto Montt - X Región	NA	(+56)652264790
supermercado	Hipermercado Tomas Moro Ltda	Supermercados	Av Tomás Moro 1590 LAS Condes - RM	NA	(+56)225925200
supermercado	Supermercado Puerto Montt Limitada	Supermercados	Av Monseñor Ramón Munita 1625 Puerto Montt - X Región	NA	(+56)652569203
supermercado	Supermercado Maipu Ltda	Supermercados	Coronel Ramón Freire 1790 MAIPÚ - RM	NA	(+56)225311175
supermercado	Supermercado Independencia Ltda	Supermercados	Av Independencia 4142 CONCHALÍ - RM	NA	(+56)227347028
supermercado	Inversiones Evangelista Castillo Limitada	Supermercados	Av Grecia 4851 ÑUÑOA - RM	NA	(+56)222725483
supermercado	Supermercado los Dominicos Limitada	Supermercados	Cno El Alba 11865 LAS Condes - RM	NA	(+56)225917200
supermercado	Supermercado Manuel Montt Limitada	Supermercados	Av Manuel Montt 6280 PROVIDENCIA - RM	NA	(+56)222364183
supermercado	Velasquez Godoy Jose Jaime y Otra	Supermercados	Volcán Puntiagudo 1001 Puerto Montt - X Región	NA	(+56)652297164
supermercado	Comercio Mayorista Chile Limitada	Supermercados	Patricio Lynch 2042 Osorno - X Región	NA	(+56)642258291
supermercado	Comercial Arauco Limitada	Supermercados	Arauco 697 Valdivia - XIV Región	WWW.HIPERUNICO.CL	(+56)632242924
supermercado	Comercial D y S S.A.	Supermercados	San Juan Bosco 2084 Concepción - VIII Región	NA	(+56)412682200
supermercado	Hipermercado Coquimbo Limitada	Supermercados	Domeyko 55 Coquimbo - IV Región	NA	(+56)512314243
supermercado	Comercializadora de Alimentos los Corrales LTDA.	Supermercados	Av Libertador B.O'Higgins 1677 Angol - IX Región	NA	(+56)452656470
supermercado	Ekono S.A.	Supermercados	Santa Lucía 360 SANTIAGO - RM	WWW.EKONO.CL	(+56)227152000
supermercado	Supermercados del Maule Limitada	Supermercados	2 Sur 2015 Talca - VII Región	NA	(+56)732453200
supermercado	Hipermercado Coronel Limitada	Supermercados	Av Manuel Montt 02328 Coronel - VIII Región	WWW.LIDER.CL	(+56)412447200
supermercado	Supermercados Chanarcillo Limitada	Supermercados	Av Chacabuco 201 Copiapó - III Región	NA	(+56)522212899
supermercado	Hipermercado Santa Amalia LTDA.	Supermercados	Santa Amalia 1763 LA Florida - RM	WWW.LIDER.CL	(+56)225980200
supermercado	Hipermercado Lonquen LTDA.	Supermercados	Av Américo Vespucio 2500 CERRILLOS - RM	NA	(+56)224843200
supermercado	Hipermercado la Serena Limitada	Supermercados	Av Francisco de Aguirre 02 La Serena - IV Región	NA	(+56)512221311
supermercado	Soc Supermercados Cordillera LTDA.	Supermercados	Cno Los Quilos 949 Machalí - VI Región	NA	(+56)722413616
supermercado	Soc Distribuidora de Productos Record Limitada	Supermercados	Lib. B. O'Higgins 654 Natales - XII Región	NA	(+56)612410060
supermercado	Hipermercado Calama LTDA.	Supermercados	Av Balmaceda 3242 Calama - II Región	NA	(+56)552368200
supermercado	Supermercado Miraflores Alto Limitada	Supermercados	Av Eduardo Frei 4025 Viña del Mar - V Región	NA	(+56)322383202
supermercado	Inversiones Gr Limitada	Supermercados	Av Ricardo Vicuña 284 Los Angeles - VIII Región	NA	(+56)432343312
supermercado	Soc Comercial Rabacido Limitada	Supermercados	Pje Phillips 58 SANTIAGO - RM	NA	(+56)226989990
supermercado	Supermercado el Diamante Ltda	Supermercados	Club Hípico 699 SANTIAGO - RM	NA	(+56)226894369
supermercado	Sociedad Comercial e Industrial Soto y CIA.	Supermercados	18 de Septiembre 1647 Iquique - I Región	NA	(+56)572320599
supermercado	Soc Comercial Mauzaf Limitada	Supermercados	Av Presidente Balmaceda 2206 San Javier - VII Región	NA	(+56)732321238
supermercado	Eljatib y Cia Ltda	Supermercados	Los Robles 1488 Concepción - VIII Región	NA	(+56)998187852
supermercado	Mayorista 10 Vina del Mar Limitada	Supermercados	Arlegui 1201 Viña del Mar - V Región	NA	(+56)322929792
supermercado	Supermercado la Frontera Limitada	Supermercados	Villa Alegre 774 Padre las Casas - IX Región	NA	(+56)452336058
supermercado	Soc Pantanalli y Compania Limitada	Supermercados	Presidente Errázuriz 1755 Coyhaique - XI Región	NA	(+56)672237947
supermercado	El Jam	Supermercados	Av Colón 9 Puerto Varas - X Región	NA	(+56)652234189
supermercado	Supermercado el Gato Negro	Supermercados	Huamachuco 8529 Antofagasta - II Región	NA	(+56)552371141
supermercado	Minimarket Sur Express	Supermercados	Av Arturo Alessandri 187 Frutillar - X Región	NA	(+56)652274594
supermercado	Minimarket Puerto Chico Limitada	Supermercados	Av Vicente Pérez Rosales 1589 Puerto Varas - X Región	NA	(+56)652573149
supermercado	Comercial Reconquista Limitada	Supermercados	Av Recoleta 229 RECOLETA - RM	NA	(+56)223783477
supermercado	Hipermercado el Belloto LTDA.	Supermercados	Av Freire 1351 Quilpué - V Región	NA	(+56)322916444
supermercado	Montrone Pla Sociedad Anonima	Supermercados	Av Santa Rosa 2055 SANTIAGO - RM	WWW.ECONOMAX.CL	(+56)222298827
supermercado	Comercializadora Ximena Pinto Caruz Limitada	Supermercados	Av San Gregorio 61 LA Granja - RM	NA	(+56)225439219
supermercado	La Chakra	Supermercados	Av Mariano Sánchez Fontecilla 534 LAS Condes - RM	www.lachakra.cl	(+56)222342138
supermercado	Supermercado San Pablo	Supermercados	Serrano 956 Taltal - II Región	NA	(+56)552611441
supermercado	Chocolates Artesanales Nougat Ltda	Supermercados	Pje Las Palmas 1999 Osorno - X Región	www.nougat.cl	(+56)642231112
supermercado	Domus Tonino	Supermercados	Av Chorrillos 902 San Javier - VII Región	NA	(+56)732323379
supermercado	Smu S.A.	Supermercados	Cerro El Plomo 5680 LAS Condes - RM	www.smu.cl	(+56)228188000
supermercado	Supermercado Villarrica	Supermercados	Aviador Acevedo 747 Villarrica - IX Región	NA	(+56)452416006
supermercado	Supermercado Vercar	Supermercados	1 Norte 1790 Talca - VII Región	NA	(+56)712239339
supermercado	Panaderias Katya	Supermercados	Carén 561 Puerto Montt - X Región	NA	(+56)652254392
supermercado	Supermercado Illalolen	Supermercados	Pedro Polanco 283 La Ligua - V Región	NA	(+56)332713148
supermercado	Supermercado Economiko	Supermercados	Ortiz de Rozas 276 La Ligua - V Región	NA	(+56)332713150
supermercado	Supermercado Moreno	Supermercados	Lautaro 1280 Temuco - IX Región	www.supermercadomoreno.cl	(+56)983100209
supermercado	Supermercado Cimarrón	Supermercados	Presidente Errázuriz 1755 Coyhaique - XI Región	NA	(+56)956475416
supermercado	Distribuidora y Supermercado Andretta	Supermercados	Martínez de Rozas 1501 Concepción - VIII Región	www.supermercadoandretta.cl	(+56)412855255
supermercado	Supermercado Lagos	Supermercados	Alc Carlos Fresno 127 Las Cabras - VI Región	NA	(+56)722501262
supermercado	San Carlitos	Supermercados	Av General Schneider 366 Concepción - VIII Región	NA	(+56)412453302
supermercado	Contreras e Hijo Limitada	Supermercados	Ignacio Serrano 759 Florida - VIII Región	NA	(+56)412645688
supermercado	Loyola Munoz Adda Ines Gerardina y Otro	Supermercados	José Miguel Carrera 720 LA Florida - RM	NA	(+56)223290648
supermercado	Supermercado Key Market	Supermercados	Aníbal Pinto 1828 Concepción - VIII Región	www.keymarket.cl	(+56)412477318
supermercado	Supermercado la Estrella	Supermercados	Santa María 566 Cunco - IX Región	NA	(+56)452573034
supermercado	Sociedad Comercial Perla Simon y CIA. LTDA.	Supermercados	José Miguel Carrera 1 Freirina - III Región	NA	(+56)512518933
supermercado	Supermercado  Marvin	Supermercados	Av Francisco Bilbao 741 Coyhaique - XI Región	NA	(+56)672231549
supermercado	Supermercado San Francisco Buin	Supermercados	Cno Carlos Condell 100 Rengo - VI Región	NA	(+56)722684541
supermercado	Supermercado los Chicos	Supermercados	Rodolfo Briceño 2663 Concepción - VIII Región	NA	(+56)412784952
supermercado	Comercial Portuaria	Supermercados	Av del Canal 19591 PUDAHUEL - RM	www.costasol.cl	(+56)226016798
supermercado	Lider Express	Supermercados	Av Balmaceda 2154 La Serena - IV Región	NA	(+56)512292042
supermercado	Rendic Hnos.	Supermercados	Gdor. Carlos Bories 647 Punta Arenas - XII Región	www.unimarc.cl	(+56)612201600
supermercado	Pasteleria y Panaderia las Lomas	Supermercados	2 Sur 1223 Talca - VII Región	NA	(+56)711970069
supermercado	Distribuidor de Licores Thoffey	Supermercados	Pisagua 98 Chimbarongo - VI Región	NA	(+56)722781260
supermercado	Deca	Supermercados	Carrera 949 Calera - V Región	www.deca.cl	(+56)332221706
supermercado	Minimarket Juluo Andres	Supermercados	León XIII 742 Peumo - VI Región	NA	(+56)722562223
supermercado	Hipermercado Santa Teresa de los Andes Limitada	Supermercados	Av Santa Teresa 683 Los Andes - V Región	NA	(+56)342372204
supermercado	Saavedra Esparza Flor Maria y Otro	Supermercados	Fresia 1230 Villarrica - IX Región	NA	(+56)452412708
supermercado	Supermercados Montenegro	Supermercados	Armando Jaramillo 394 Nancagua - VI Región	www.facebook.com/supermercado-montenegro	(+56)722858835
supermercado	Supermercado San Nicolas	Supermercados	11 Oriente 2672 Talca - VII Región	NA	(+56)712218893
supermercado	Supermercados Sonia	Supermercados	No Publica Dirección 0 Santo Domingo - V Región	NA	(+56)352441649
supermercado	Super Fernández	Supermercados	Av Barros Arana 333 Temuco - IX Región	NA	(+56)452212534
supermercado	Supermercado la Ganga	Supermercados	Av Liber B.O'Higgins 1677 Angol - IX Región	NA	(+56)452656426
supermercado	Supermercado San Juan	Supermercados	Benavente 221 Ovalle - IV Región	www.supersanjuan.cl	(+56)532433081
supermercado	Supermercado el Sol	Supermercados	Padre Mateo 242 PAINE - RM	www.supersol.cl	(+56)228242453
supermercado	Manhatan	Supermercados	Av Diego de Almeyda 40 Caldera - III Región	www.minimercadosmanhattan.cl	(+56)998367176
supermercado	Aysen Inversiones S.A.	Supermercados	Carrera 1500 Aysén - XI Región	WWW.HIPERPATAGONICO.CL	(+56)672234600
supermercado	Supermercados la Colchaguina	Supermercados	Av Rafael Casanova 445 Santa Cruz - VI Región	www.lacolchaguina.cl	(+56)722209100
supermercado	Comercial Collao Limitada	Supermercados	Av Ignacio Collao 870 Concepción - VIII Región	NA	(+56)412326141
supermercado	Comercial Gomez Carreno Limitada	Supermercados	Gómez Carreño 3865 Talcahuano - VIII Región	NA	(+56)412576053
supermercado	Tia y Karola	Supermercados	Huaihuen 0 Ancud - X Región	NA	(+56)996234453
supermercado	Jose Victor Manuel Villalobos Sagredo	Supermercados	Esmeralda 706 Florida - VIII Región	NA	(+56)412645472
supermercado	Alvi	Supermercados	Cerro El Plomo 5680 LAS Condes - RM	www.supercentermayorista.cl	(+56)228188400
supermercado	Caceres y Caceres LTDA.	Supermercados	Arturo Prat 200 Maule - VII Región	NA	(+56)712715293
supermercado	Supermercado Hiper Mas	Supermercados	Gómez Carreño 602 Paillaco - XIV Región	NA	(+56)632422263
supermercado	Supermercado Ahorremas	Supermercados	Antonio Varas 1070 Puerto Montt - X Región	NA	(+56)652530310
supermercado	Pollo Movil	Supermercados	Esmeralda 601 Los Andes - V Región	NA	(+56)968787259
supermercado	Panadería y Supermercado Progreso	Supermercados	Av Sotomayor 667 Coronel - VIII Región	www.panaderiaprogreso.cl	(+56)412711528
supermercado	Supermercados Bigger	Supermercados	Altos del Valle 765 HUECHURABA - RM	www.bigger.cl	(+56)412266800
supermercado	Supermercados Diproc	Supermercados	14 Sur 1310 Talca - VII Región	NA	(+56)712245374
supermercado	Korlaet y Cia Ltda	Supermercados	José Santos Ossa 2445 Antofagasta - II Región	WWW.KORLAET.CL	(+56)552217798
supermercado	Super Ganga	Supermercados	Av Los Carrera 445 Concepción - VIII Región	NA	(+56)413165763
supermercado	Supermercado Flores	Supermercados	Av Balmaceda 434 Futaleufú - X Región	NA	(+56)652721213
supermercado	Supermercado Super 8	Supermercados	Antonio Varas 370 Cauquenes - VII Región	www.facebook.com/super-8-cauquenes-1698676290384014	(+56)732512181
supermercado	Super Cocomiel	Supermercados	Galvarino 1898 Iquique - I Región	www.supercocomiel.cl	(+56)572433688
supermercado	Panaderia y Pasteleria Don Pablo	Supermercados	Av Errázuriz 0 Licantén - VII Región	NA	(+56)752460522
supermercado	Emociones en Linea	Supermercados	Pje Inés de Suárez 223 San Pedro de la Paz - VIII Región	www.emocionesenlinea.cl	(+56)413195354
supermercado	Supermecados Betania	Supermercados	Goyenechea de Gallo 598 Caldera - III Región	NA	(+56)522317324
supermercado	Minimarket la Florida	Supermercados	a Colín 99 Talca - VII Región	NA	(+56)712237097
supermercado	Supermercados Santa Rita	Supermercados	Sargento Aldea 402 Taltal - II Región	NA	(+56)552611461
supermercado	San Valentin	Supermercados	Central 516 Concepción - VIII Región	NA	(+56)412489052
supermercado	Supermercado Camilo	Supermercados	Los Raulíes 3728 Coronel - VIII Región	NA	(+56)412496505
supermercado	Minimaercket	Supermercados	Av 4 Poniente 0874 MAIPÚ - RM	NA	(+56)227818338
supermercado	Magacino	Supermercados	Av Mapocho 7323 CERRO Navia - RM	NA	(+56)226670243
supermercado	Supermercados Redmarket	Supermercados	Las Amapolas 68 Talcahuano - VIII Región	NA	(+56)413228392
supermercado	Minimarket Savreddini y Panahi LTDA.	Supermercados	Av Suecia 074 PROVIDENCIA - RM	NA	(+56)223355521
supermercado	Supermercados Cumco	Supermercados	Av Llaima 800 Cunco - IX Región	NA	(+56)452573648
supermercado	Icazan	Supermercados	Estados Unidos 1070 Coquimbo - IV Región	NA	(+56)512261630
supermercado	Supermercado Cordillera	Supermercados	Lib. B. O'Higgins 635 Curacautín - IX Región	NA	(+56)452882227
supermercado	Minimarket Viajero	Supermercados	Lago Villarrica 1009 San Vicente - VI Región	NA	(+56)722573674
supermercado	Minimarket Botilleria la Chinita	Supermercados	La Ermita 2 Putaendo - V Región	NA	(+56)342502622
supermercado	Nahuen LTDA.	Supermercados	Cno a Lonquén Norte 0 CALERA de Tango - RM	www.nahuenexpress.cl	(+56)993986821
supermercado	Supermercado Central	Supermercados	Jorge Giacamán 2 Concepción - VIII Región	NA	(+56)412319694
supermercado	Mayorista 10	Supermercados	Av Camilo Henríquez 898 Curicó - VII Región	www.mayoristas10.cl	(+56)752310955
supermercado	Big John LTDA.	Supermercados	7 Norte 645 Viña del Mar - V Región	NA	(+56)322680065
supermercado	Minimarket Sol	Supermercados	Av Chorrillos 905 Calama - II Región	NA	(+56)552342053
supermercado	Sepulveda Fuenzalida Margarita y Otro	Supermercados	Playa El Aguila 2384 Iquique - I Región	NA	(+56)985054236
supermercado	Sociedad Comercial Cerros Portenos Limitada	Supermercados	Av Francia 672 Valparaíso - V Región	NA	(+56)322595547
supermercado	Comercializadora del Sur Seis Limitada	Supermercados	Arturo Alessandri 381 Frutillar - X Región	NA	(+56)652420630
supermercado	Comercial Punto Rabie Ltda	Supermercados	Av José Joaquín Pérez 5085 QUINTA Normal - RM	WWW.RABIE.CL	(+56)226779245
supermercado	Supermercados Chacabuco Limitada	Supermercados	Los Carrera 536 Copiapó - III Región	NA	(+56)522240607
supermercado	Supermercados Aconcagua Limitada	Supermercados	Lib. B.O'Higgins 34 Quillota - V Región	NA	(+56)332311524
supermercado	Hipermercado Talca	Supermercados	9 Oriente 1241 Talca - VII Región	NA	(+56)712223186
supermercado	Supermercado Norte Grande Limitada	Supermercados	Inca de Oro 4548 Calama - II Región	NA	(+56)552334509
supermercado	Mayoristas 10 LTDA.	Supermercados	Av Camilo Henríquez 898 Curicó - VII Región	WWW.MAYORISTA10.CL	(+56)752310955
supermercado	Hipermercado Alameda Ltda	Supermercados	Av Padre Alberto Hurtado 060 ESTACIÓN Central - RM	NA	(+56)224957200
supermercado	Supermercado Bermar	Supermercados	Av Ricardo Jara 0 Quinchao - X Región	NA	(+56)652661877
supermercado	Supermercardo Ganga	Supermercados	Av Los Notros 1261 Coronel - VIII Región	NA	(+56)412715815
supermercado	Supermercados Zamora	Supermercados	Freire 613 Chañaral - III Región	www.supermercadoszamora.cl	(+56)522480352
supermercado	Supermercado la Maravilla	Supermercados	Diego Portales 454 La Ligua - V Región	NA	(+56)332711355
supermercado	Supermercado Santa Victoria	Supermercados	Av Saturnino Epulef 1520 Villarrica - IX Región	NA	(+56)452202900
supermercado	Comercial la Princesa LTDA.	Supermercados	San Martín 1073 Traiguén - IX Región	NA	(+56)452869515
supermercado	Supermercados Tamarugal	Supermercados	Villagrán 651 Los Angeles - VIII Región	www.supertamarugal.cl	(+56)432310000
supermercado	Supermercados Hernandez	Supermercados	Río Claro 294 Cabrero - VIII Región	NA	(+56)432411056
supermercado	Supermercado Casa Amarilla	Supermercados	Pisagua 21 Chimbarongo - VI Región	NA	(+56)722280692
supermercado	Supermercado Lider	Supermercados	Av Bueras 1400 Valdivia - XIV Región	www.lider.cl	(+56)632262200
supermercado	Panaderia y Pasteleria Supermercado Super Selecta	Supermercados	Montt 249 Constitución - VII Región	NA	(+56)712671456
supermercado	Supermercado Hiper Beckna	Supermercados	Lib. B. O'Higgins 711 Castro - X Región	NA	(+56)652632476
supermercado	Minimarket y Bazar Marina	Supermercados	Av Antonio Rendic 4742 Antofagasta - II Región	NA	(+56)552237038
supermercado	Minimarket Carmen Gloria	Supermercados	Ana María Ibaceta 7896 Antofagasta - II Región	NA	(+56)552237805
supermercado	Supermercado Busgom	Supermercados	Chuquicamata 936 Calera - V Región	NA	(+56)332222891
supermercado	Supermecado Karla	Supermercados	Almirante Latorre 678 Santa María - V Región	NA	(+56)342583008
supermercado	Comercial Pacifico	Supermercados	Av Argentina Oriente 354 Los Andes - V Región	NA	(+56)342903019
supermercado	Sub Market	Supermercados	Av Nueva Providencia 2305 PROVIDENCIA - RM	www.unitecchile.cl	(+56)227773388
supermercado	Supermercado Erickson	Supermercados	Pje Urano 01983 Temuco - IX Región	NA	(+56)452253667
supermercado	Gonzalez Valdes Sara del C.	Supermercados	19 Norte 1961 Talca - VII Región	NA	(+56)712214830
supermercado	Supermarcados Cactus	Supermercados	Pedro Montt 161 Purranque - X Región	NA	(+56)642353174
supermercado	Supermercado Ramirez	Supermercados	Av San Juan 21 Machalí - VI Región	NA	(+56)722412511
supermercado	Minimarket Santa Rosa	Supermercados	Cno a Cogotí 18 Combarbalá - IV Región	www.minimarketsantarosa.cl	(+56)992825875
supermercado	Supermercado Don Choche	Supermercados	Victoria 2000 Vallenar - III Región	NA	(+56)512349709
supermercado	Comercial Agricola Kepika	Supermercados	Lord Cochrane 250 Concepción - VIII Región	www.kepika.cl	(+56)993746805
