consulta	nombre	categoria	direccion	pagina_web	telefono
centros comerciales	Establecimientos Providencia	Centros Comerciales	Av Divina Providencia 185 San Antonio - V Región	NA	(56)352281861
centros comerciales	Mall del Centro Rancagua	Centros Comerciales	Cuevas 483 Rancagua - VI Región	www.malldelcentro.cl	(56)722220888
centros comerciales	Sociedad Comercial Humemo	Centros Comerciales	J.del Pino Rozas y N 364 San Carlos - VIII Región	NA	(56)422414728
centros comerciales	Edificio Profesional y Comercial Suberca Seaux	Centros Comerciales	Llano Subercaseaux 3629 SAN Miguel - RM	NA	(56)225569580
centros comerciales	Centro Comercial Paseo San Agustín	Centros Comerciales	San Antonio 140 SANTIAGO - RM	www.paseosanagustin.cl	(56)226380495
centros comerciales	Portal Exposicion	Centros Comerciales	Campbell 3090 SANTIAGO - RM	www.portalexposicion.cl	(56)226898692
centros comerciales	Centro Comercial Madrid	Centros Comerciales	Pedro de Valdivia 1781 PROVIDENCIA - RM	NA	(56)222258268
centros comerciales	Comercial Bodevin y Bernal	Centros Comerciales	Av Manquehue Sur 31 LAS Condes - RM	NA	(56)222246583
centros comerciales	Constructora y Administradora Uno S.A.	Centros Comerciales	Av Américo Vespucio 399 MAIPÚ - RM	NA	(56)227449420
centros comerciales	Mall Parma Plaza China	Centros Comerciales	San Alfonso 299 SANTIAGO - RM	NA	(56)226895438
centros comerciales	Centro Bip	Centros Comerciales	Av Gran Av.José Miguel Carrera 13125 EL Bosque - RM	NA	(56)225294406
centros comerciales	Santa Maria Uno	Centros Comerciales	Av Santa María 6752 VITACURA - RM	NA	(56)222420520
centros comerciales	Casatala	Centros Comerciales	1 Sur 1417 Talca - VII Región	NA	(56)712232830
centros comerciales	Agro Comercial	Centros Comerciales	Av Los Loros 1472 Copiapó - III Región	www.agrocomercialtorres.cl	(56)522214383
centros comerciales	Comercializadora Forca Chile LTDA.	Centros Comerciales	Av Eliodoro Yáñez 2331 PROVIDENCIA - RM	www.forcachile.cl	(56)222333793
centros comerciales	Outlet Puerto Varas	Centros Comerciales	R 5 Sur 0 Puerto Varas - X Región	NA	(56)652233780
centros comerciales	El Guia	Centros Comerciales	Aníbal Pinto 269 BUIN - RM	NA	(56)228213125
centros comerciales	Tacklers	Centros Comerciales	Av Presidente Kennedy 9001 LAS Condes - RM	NA	(56)222131030
centros comerciales	Comercial D&C	Centros Comerciales	Valentina Leppe 9676 LA Florida - RM	NA	(56)977900600
centros comerciales	Empresas Hites	Centros Comerciales	Moneda 970 SANTIAGO - RM	www.hites.cl	(56)227265000
centros comerciales	Hipermercados Juan	Centros Comerciales	Prof. Oscar Lizama 2059 Coronel - VIII Región	NA	(56)412717373
centros comerciales	Comercial San Pedro del Valle S.A.	Centros Comerciales	Av Laguna Grande 115 San Pedro de la Paz - VIII Región	NA	(56)413164338
centros comerciales	Centro Comercial Quilpue	Centros Comerciales	Av Freire 907 Quilpué - V Región	www.centrocomercialquilpue.cl	(56)322427791
centros comerciales	Mall las Americas	Centros Comerciales	Av Héroes de la Concepción 2555 Iquique - I Región	www.malllasamericas.cl	(56)572399600
centros comerciales	Mall Vivo Panoramico	Centros Comerciales	Av Nueva Providencia 2155 PROVIDENCIA - RM	NA	(56)226112005
centros comerciales	Portal la Dehesa	Centros Comerciales	Av La Dehesa 1445 LO Barnechea - RM	www.altolascondes.cl	(56)228760700
centros comerciales	Hipermercado Jumbo	Centros Comerciales	Av Presidente Kennedy 9001 LAS Condes - RM	www.cencosud.cl	NA
centros comerciales	Mall Mirador de Concepcion	Centros Comerciales	Barros Arana 1068 Concepción - VIII Región	www.mallcenter.cl	6003000000
centros comerciales	Mall Casa Costanera	Centros Comerciales	Nueva Costanera 3900 VITACURA - RM	NA	(56)413163160
centros comerciales	Mall Center Curico	Centros Comerciales	Av Lib B.O'Higgins 201 Curicó - VII Región	NA	(56)224862050
centros comerciales	Parque Arauco	Centros Comerciales	Av Presidente Kennedy 5413 LAS Condes - RM	www.parquearauco.cl	NA
centros comerciales	Mall Paseo Costanera	Centros Comerciales	Illapel 10 Puerto Montt - X Región	www.pasmar.cl	(56)752552400
centros comerciales	Costanera Center S.A	Centros Comerciales	Av Andrés Bello 2425 PROVIDENCIA - RM	WWW.COSTANERACENTER.CL	6005000011
centros comerciales	Mall Plaza de los Rios	Centros Comerciales	Arauco 561 Valdivia - XIV Región	www.plazadelosrios.cl	(56)652255528
centros comerciales	Plaza Alameda S.A.	Centros Comerciales	Av Liber B.O'Higgins 34 SANTIAGO - RM	NA	(56)229169200
centros comerciales	Mall Plaza Sur	Centros Comerciales	Av Pdte J Alessan R 20040 SAN Bernardo - RM	www.mallplaza.cl	(56)632249520
centros comerciales	Integralaser	Centros Comerciales	Av Providencia 1308 PROVIDENCIA - RM	NA	(56)228578001
centros comerciales	El Gran Samurai	Centros Comerciales	Maipón 1161 Chillán - VIII Región	NA	(56)225857000
centros comerciales	Cenro Comercial Plaza America S.A.	Centros Comerciales	Av Einstein 287 Rancagua - VI Región	www.plazamerica.cl	(56)994197737
centros comerciales	Sat Nam Inversiones Limitada	Centros Comerciales	Vivar 720 Iquique - I Región	NA	(56)963424886
centros comerciales	Comercial Federico Robinson Langenbach Marín Empresa Indivi	Centros Comerciales	Av Vicuña Mackenna Poniente 7196 LA Florida - RM	NA	(56)722218543
centros comerciales	Importadora Cristian Alexander Leon Urra E.I.R.L.	Centros Comerciales	Los Tulipanes 37 BUIN - RM	NA	(56)572470859
centros comerciales	Centro Comercial Paseo los Trapenses	Centros Comerciales	Cno Los Trapenses 3515 LO Barnechea - RM	www.paseolostrapenses.com	(56)222164444
centros comerciales	Mall Mirage	Centros Comerciales	Torremolinos 410 Temuco - IX Región	www.mallmirage.cl	(56)452248567
centros comerciales	Mall Puertas del Mar	Centros Comerciales	Av Francisco de Aguirre 5250 La Serena - IV Región	www.mallpuertadelmar.cl	(56)512218602
centros comerciales	Mall Paseo Quilin	Centros Comerciales	Mar Tirreno 3349 PEÑALOLÉN - RM	www.paseoquilin.cl	(56)229470030
centros comerciales	Monpla	Centros Comerciales	Av Isidora Goyenechea 2934 LAS Condes - RM	www.monpla.cl	(56)227843580
centros comerciales	Inversiones Yolanda Salinas Ferrer e I R L	Centros Comerciales	Av Borgoño 16660 Viña del Mar - V Región	NA	(56)322833492
centros comerciales	Inmobiliaria Majegui Sociedad Anonima	Centros Comerciales	Av Recoleta 215 RECOLETA - RM	WWW.MAJEGUI.CL	(56)227320371
centros comerciales	Easton Outlet Mall	Centros Comerciales	Av Pdte Edo Frei M 9709 QUILICURA - RM	www.eastonmall.cl	(56)227335550
centros comerciales	Mall Alto las Condes	Centros Comerciales	Av Pdte Kennedy 9001 LAS Condes - RM	NA	(56)222996965
centros comerciales	Comercial Multi Home LTDA.	Centros Comerciales	B. Vicuña Mackenna 1071 Tomé - VIII Región	NA	(56)412653755
centros comerciales	Tienda Plaza	Centros Comerciales	Av Vicente Pérez Rosales 409 Llanquihue - X Región	NA	(56)652242011
centros comerciales	Comunidad Edificio Caracol los Leones	Centros Comerciales	Nueva de Lyon 30 PROVIDENCIA - RM	NA	(56)222343429
centros comerciales	Mall Universo Chino	Centros Comerciales	SANTIAGO - RM	NA	(56)977669835
centros comerciales	Corea Mall	Centros Comerciales	A. López de Bello 327 RECOLETA - RM	NA	(56)227323123
centros comerciales	Galeria Pacifico Chillan	Centros Comerciales	Maipón 927 Chillán - VIII Región	NA	(56)983616544
centros comerciales	Mall Plaza del Sol	Centros Comerciales	Diego Portales 822 Quilpué - V Región	NA	(56)322722020
centros comerciales	Sociedad Administradora de Centros Comerciales	Administracion De Edificios	Av Gran Av.José Miguel Carrera 13694 SAN Bernardo - RM	NA	(56)228591218
