consulta	nombre	categoria	direccion	pagina_web	telefono
laboratorio	Laboratorio Clínico San Andrés	Laboratorios Clinicos	Manuel Peñafiel 293 Ovalle - IV Región	NA	(56)532620369
laboratorio	Centro Médico Baquedano	Laboratorios Clinicos	Vicuña Mackenna 3 Of. 204 SANTIAGO - RM	www.baquedanocentromedico.cl	(56)226331237
laboratorio	Hospital Veterinario Concepción	Clinicas Veterinarias	Bernardino Corral 117 Concepción - VIII Región	www.hvc.cl	(56)412935273
laboratorio	Centro Radiológico Imatec Salud	Laboratorios Clinicos	Juan de Dios Pení 463 La Serena - IV Región	www.imatecsalud.cl	(56)512216251
laboratorio	Laboratorio Clínico Analyzer	Laboratorios Clinicos	Matta 309 Dpto. B La Serena - IV Región	www.analyzer.cl	(56)512544704
laboratorio	Clínica Veterinaria Huellitas	Medicos Veterinarios	Luis Flores 483 Copiapó - III Región	www.veterinariahuellitas.cl	(56)522233133
laboratorio	Centro Médico Cordillera	Medicos Centros Medicos	Av. Argentina 648 Chillán - VIII Región	www.centromedicocordillera.cl	(56)422242118
laboratorio	Dr. Carlos Merino Michel	Medicos Hematologia Y Citodiagnostico	14 Norte 571 Of. 205 Viña del Mar - V Región	NA	(56)322698830
laboratorio	Laboratorio Clínico Dr. Torrejón y Cía. LTDA.	Laboratorios Clinicos	Tucapel 286 Concepción - VIII Región	www.labtorrejon.cl	(56)412214797
laboratorio	Laboratorio Clínico y Centro Médico Valdivia	Laboratorios Clinicos	Maipú 125 Valdivia - XIV Región	NA	(56)632212717
laboratorio	Laboratorio Oxman Cía. LTDA.	Laboratorios Clinicos	Paseo Presidente Bulnes 79 Of. 24 Metro Moneda SANTIAGO - RM	www.laboratorioclinicooxman.cl	(56)226984440
laboratorio	Droguería Michelson	Reactivos Para Analisis	Antonio Secchi 037 ÑUÑOA - RM	www.drogueriamichelson.cl	(56)225566098
laboratorio	Heyn y Cía. LTDA.	Articulos Para Laboratorios	Dardignac 239 RECOLETA - RM	www.heyn.cl	(56)227375449
laboratorio	Clínica Veterinaria Kennel	Peluquerias Para Perros	Av. San Martín 01580 Temuco - IX Región	NA	(56)452313000
laboratorio	Laboratorio Bioanálisis	Laboratorios Clinicos	Manuel Rodriguez 565 Curicó - VII Región	NA	(56)752314004
laboratorio	Clínica Veterenaria Pets Life	Clinicas Veterinarias	Av Austral 1853 Puerto Montt - X Región	www.petslifevetetinaria.cl	(56)652263000
laboratorio	Clínica Veterenaria Pets Life	Clinicas Veterinarias	Av Austral 1853 Puerto Montt - X Región	www.petslifevetetinaria.cl	(56)652263000
laboratorio	Labotec los Ángeles LTDA.	Laboratorios De Ensayo De Materiales	San Martín 871 Los Angeles - VIII Región	www.laboteclosangeles.cl	(56)432326461
laboratorio	Dilab Laboratorio Clínico	Laboratorios Clinicos	Av Vicuña Mackenna 6 PROVIDENCIA - RM	www.dilab.cl	(56)222223112
laboratorio	Hospital Veterinario Concepción	Laboratorios Veterinarios	Bernardino Corral 117 Concepción - VIII Región	www.hvc.cl	(56)412935273
laboratorio	Laboratorio Clínico Imex	Laboratorios Clinicos	Av. Alemania 0849 Loc. 4 Temuco - IX Región	www.laboratorioimex.cl	(56)452213269
laboratorio	Laboratorio Hormono Análisis	Laboratorios Clinicos	General Flores 20 PROVIDENCIA - RM	www.labhormonoanalisis.cl	(56)222360172
laboratorio	Laboratorio Plaza Egaña	Laboratorios Clinicos	Av Irarrázaval 5690 ÑUÑOA - RM	www.laboratorioclinicoplazaegana.cl	(56)222776722
laboratorio	Laboratorio Biomed	Laboratorios Clinicos	Benavente 761 Puerto Montt - X Región	www.laboratoriobiomed.cl	(56)652329400
laboratorio	Ópticas y Lentes de Contacto Pedro Charlín	Opticas	Av Nueva Providencia 1881 PROVIDENCIA - RM	www.opticacharlin.cl	(56)223347075
laboratorio	Pesajes y Servicios	Balanzas	Los Naranjos 14 San Pedro de la Paz - VIII Región	www.pesajesyservicios.cl	(56)412370246
laboratorio	Teknocal LTDA.	Balanzas	Fco. de Camargo 14317 SAN Bernardo - RM	www.teknocal.cl	(56)228597741
laboratorio	Instituto de Patología Viña del Mar	Laboratorios Clinicos	No Publica Dirección : Viña del Mar - V Región	www.patologia.cl	(56)322692210
laboratorio	Instituto de Patología Viña del Mar	Laboratorios Clinicos	3 Norte 957 Viña del Mar - V Región	www.patologia.cl	(56)322692210
laboratorio	Laboratorio Clínico Atenea	Laboratorios Clinicos	Tte. Manuel Orella 610 Dpto. 401 Antofagasta - II Región	www.laboratorioatenea.cl	(56)998489679
laboratorio	Laboratorio Clínico Santa Maria LTDA.	Laboratorios Clinicos	Avda Luis Cruz Martinez 1432 Molina - VII Región	www.lcsantamaria.cl	(56)752554790
laboratorio	Construlab	Muebles Para Laboratorios	No Publica Dirección : LA Pintana - RM	www.construlab.cl	(56)985969188
laboratorio	Servicios Técnicos y Soporte Femava Spa	Equipos Para Laboratorios	Pje Sargento Aldea 121 SAN Bernardo - RM	www.femava.cl/	(56)991618266
laboratorio	Empro LTDA.	Laboratorios De Ensayo De Materiales	Av Paicaví 3001 Concepción - VIII Región	NA	(56)412741727
laboratorio	Laboratorio Hormono Análisis	Laboratorios Clinicos	General Flores 20 PROVIDENCIA - RM	NA	(56)222360172
laboratorio	Laboratorio Vettest	Laboratorios Veterinarios	No Publica Dirección : VITACURA - RM	NA	(56)974314582
laboratorio	Laboratorio Veterinario Survet LTDA.	Laboratorios Veterinarios	Cochrane 952 Osorno - X Región	www.survet.cl	(56)642262250
laboratorio	Laboratorio Clínico Fischer	Laboratorios Clinicos	Lib. B. O'Higgins 372 Constitución - VII Región	NA	(56)712672079
laboratorio	Diverzoovet Clínica Veterinaria	Clinicas Veterinarias	Salvador Izquierdo 1918 LA Reina - RM	www.diverzoovet.cl	(56)229805465
laboratorio	Pce Instruments Chile	Pesaje Industrial	Av Santos Dumont 738 4 Local 4 RECOLETA - RM	www.pce-instruments.com/chile	(56)224053096
laboratorio	Laboratorio Clínico Novalab Chile	Laboratorios Clinicos	Angol 81 Concepción - VIII Región	www.novalabchile.cl	(56)412216535
laboratorio	Aselab Limitada	Laboratorios De Analisis De Agua	Av. Liber. B.O'Higgins 240 San Fernando - VI Región	www.aselab.cl	(56)722712063
laboratorio	Clínica Onavet	Medicos Veterinarios	Armando Sanhueza 2441 Punta Arenas - XII Región	www.onavet.cl	(56)612267240
laboratorio	Laboratorio Dental Isadent	Laboratorios Dentales	Alonso Alvarez 289 PUENTE Alto - RM	www.laboratoriodentalisadent.cl	(56)954291812
laboratorio	Revic	Laboratorios De Cosmeticos	Estación Trapi 3174 PUENTE Alto - RM	NA	(56)969001444
laboratorio	Laboratorio Clínico Inmunomédica	Laboratorios Clinicos	San Martín 920 Concepción - VIII Región	www.inmunomedica.cl	(56)412108223
laboratorio	Escuela Particular Lidia Riquelme	Colegios	Molco 22 Nueva Imperial - IX Región	www.escuelainternadolidiariquelme.cl	(56)451972479
laboratorio	Geoquímica	Laboratorios De Analisis Quimico	Gerónimo Méndez 1851 Coquimbo - IV Región	NA	(56)512544330
laboratorio	Ankavi Laboratorio Dental Digital	Laboratorios Dentales	Lincoyán 569 Piso 4 Depto. 402 Concepción - VIII Región	www.laboratorioankavi.cl	(56)413183440
laboratorio	Laboratorio Dental Jireh	Laboratorios Dentales	Diego Portales 889 Temuco - IX Región	www.laboratoriodentaljirhe.cl	(56)992018250
laboratorio	C & C Escuela de Conductores	Escuelas De Conductores	Av Pedro Montt 2368 Valparaíso - V Región	www.cycconductores.cl	(56)323173518
laboratorio	Centro Médico Ossandon	Medicos Centros Medicos	Lago General Carrera 6 PUDAHUEL - RM	www.centromedicoossandon.cl	(56)227496009
laboratorio	Uv Optik	Opticas	Pte. Julio Roca 974 Punta Arenas - XII Región	www.uvoptik.cl	(56)612410726
laboratorio	Pesaje Industrial LTDA.	Pesaje Industrial	San Manuel 4045 MAIPÚ - RM	www.pesajeindustrial.cl	(56)990996194
laboratorio	Mb-Dent	Laboratorios Dentales	Marcela Paz 1510 Los Andes - V Región	NA	(56)342467386
laboratorio	Femm Laboratorio Dental	Laboratorios Dentales	Ps Ahumada 131 SANTIAGO - RM	www.femmlaboratoriodental.cl	(56)945050589
laboratorio	Metlab Spa	Equipos Para Laboratorios	Guardia Vieja 255 Oficina 1112 PROVIDENCIA - RM	www.metlab.cl	(56)999390417
laboratorio	Sm Pesaje y Control Industrial	Pesaje Industrial	No Publica Dirección : Talca - VII Región	www.smpesaje.cl	(56)956280325
laboratorio	Laboratorio Clínico Tenmédica	Laboratorios Clinicos	San Martín 1338 Concepción - VIII Región	NA	(56)412290184
laboratorio	Cliperplast ®	Bolsas Plasticas	Loreto 173 RECOLETA - RM	www.cliperplast.cl	(56)227773848
laboratorio	Laboratorio y Clínica Dental Durán	Laboratorios Dentales	Paseo Huerfanos 713 SANTIAGO - RM	NA	(56)226384338
laboratorio	Laboratorio Clínico Paul Ehrlich	Laboratorios Clinicos	José de San Martín 2390 Antofagasta - II Región	www.laboratorioclinicopaulehrlich.cl	(56)552382540
laboratorio	Laboratorio Magallanes	Laboratorios Clinicos	Av Colón 1098 Punta Arenas - XII Región	www.laboratoriomagallanes.cl	(56)612244454
laboratorio	Domicilio Vet'S	Clinicas Veterinarias	No Publica Dirección : PUENTE Alto - RM	www.domiciliovets.cl	(56)975207693
laboratorio	Clínica Veterinaria Atenas	Clinicas Veterinarias	Chacabuco 204 Ovalle - IV Región	NA	(56)532623868
laboratorio	Laboratorio Terrabotánica	Laboratorios De Productos Naturales	Av. Portugal 1665 SANTIAGO - RM	www.terrabotanica.cl	(56)225443409
laboratorio	Clínica Veterinaria Dogtor	Clinicas Veterinarias	Eyzaguirre 19 SAN Bernardo - RM	www.dogtor.cl	(56)223596548
laboratorio	Laboratorio Clínico Dr. Torrejón y Cía. LTDA.	Laboratorios Clinicos A Domicilio	Tucapel 286 Concepción - VIII Región	www.labtorrejon.cl	(56)412227896
laboratorio	Centro Médico Choapamed	Medicos Centros Medicos	Independencia 386 Illapel - IV Región	www.choapamed.cl	(56)532523515
laboratorio	Confecciones a Medida Maryely	Uniformes	Pje Los Llameros 3090 Iquique - I Región	www.facebook.com/confeccionesmaryely	(56)572312954
laboratorio	Tintas Lorena	Suministros Para Computadores	No Publica Dirección 0 Valdivia - XIV Región	www.tintaslorena.cl	(56)993799958
laboratorio	Laboratorio Clínico Tecmed	Laboratorios Clinicos	Cobija 2191 Calama - II Región	www.tecmedcalama.cl	(56)552319179
laboratorio	Serquim LTDA.	Laboratorios De Analisis Quimico	Ongolmo 295 Antofagasta - II Región	NA	(56)552299899
laboratorio	Laboratorio Clínico Ancud	Laboratorios Clinicos	Aníbal Pinto 308 Ancud - X Región	www.laboratorioancud.cl	(56)652623017
laboratorio	Centro de Diagnóstico Otorrino Cedio LTDA.	Medicos Otorrinolaringologia	Manuel Antonio Matta 1839 Antofagasta - II Región	NA	(56)552221194
laboratorio	Hidrolact	Laboratorios Clinicos	Almirante Pastene 185 PROVIDENCIA - RM	www.hidrolact.cl	(56)223431158
laboratorio	Laboratorio Clínico Alexander Fleming	Laboratorios Clinicos	2 Sur 772 Talca - VII Región	NA	(56)712225127
laboratorio	Óptica y Laboratorio Real	Opticas	Enrique Mac-Iver 180 2 24 SANTIAGO - RM	2	(56)944284539
laboratorio	Clínica Veterinaria Patas y Colas	Clinicas Veterinarias	General Gorostiaga 1009 Concepción - VIII Región	NA	(56)412461665
laboratorio	Respiromédica	Medicos Broncopulmonares Infantil	7 Norte 645 Oficina 905 Viña del Mar - V Región	www.respiromedica.cl	(56)322693532
laboratorio	Aguas - Suelos y Ambiental Analytica Chañar LTDA.	Laboratorios De Analisis De Agua	Infante 445 Copiapó - III Región	www.analyticachanar.cl	(56)522367071
laboratorio	Autozvlimitada	Garajes	Obpo. A. Espinoza C. 260 MACUL - RM	www.tallerzv.cl	(56)222384531
laboratorio	Importadora Biocare Ltda	Sillas De Ruedas	Av Victoria 2716 Valparaíso - V Región	www.ibiocare.cl	(56)322918598
laboratorio	Dra. Valentina Quiroga Soto	Medicos Pediatria	Colo-Colo 293 Concepción - VIII Región	NA	(56)412232019
laboratorio	Xmet	Mineria	Emilio Vaisse Houle 01455 Antofagasta - II Región	www.xmet.cl	(56)995791532
laboratorio	Clínica Cumbres Pampinas	Clinicas	Carmela Carvajal 3023 -A . Alto Hospicio - I Región	www.clinicacumbrespampinas.cl	(56)974019032
laboratorio	Muebles Escolares Arcoíris Chile	Muebles Para Oficina	David Perry 0560 Temuco - IX Región	www.arcoirischile.cl	(56)452220205
laboratorio	Dr. Arquimedes Guevara S.	Medicos Medicina General	Tucapel 173 Concepción - VIII Región	NA	(56)412228350
laboratorio	Rincon Vet	Clinicas Veterinarias	Pucará 4317 ÑUÑOA - RM	www.rinconvet.com	(56)956161238
laboratorio	Veterinaria Arica	Medicos Veterinarios	Pje Payachatas 1749 Arica - XV Región	NA	(56)582263303
laboratorio	Centro de Alergias e Inmunología del Sur C.A.I.D.S	Medicos Inmunologia	Janequeo 187 Concepción - VIII Región	www.caids.cl	(56)412226456
laboratorio	Hospital Veterinario Concepción	Medicos Veterinarios	Bernardino Corral 117 Concepción - VIII Región	www.hvc.cl	(56)412935273
laboratorio	Centro Médico y Laboratorio Cedilab M y S	Medicos Centros Medicos	Playa Blanca 1335 Antofagasta - II Región	www.cedilab.cl	(56)997354674
laboratorio	Centro Médico Dinamarca	Medicos Centros Medicos	Dinamarca 621 Temuco - IX Región	NA	(56)452204200
laboratorio	Centro Médico Limache	Medicos Centros Medicos	Av J Tomás Urmeneta 496 Limache - V Región	www.centromedicolimache.cl	(56)332412786
laboratorio	Cmedical	Articulos Medicos	No Publica Dirección : Coquimbo - IV Región	www.cmedical.cl	(56)512266207
laboratorio	Laboratorio Ortopédico Génesis	Articulos Ortopedicos	Balmaceda 1067 La Serena - IV Región	www.ortopediagenesis.cl	(56)512283245
laboratorio	Laboratorio Ortopédico Francisco Marín	Articulos Medicos	Dinamarca 661 Temuco - IX Región	NA	(56)452401352
laboratorio	Ecocentro	Medicos Ecografia	No Publica Dirección : Viña del Mar - V Región	www.ecocentrolimitada.cl	(56)322686062
laboratorio	Clínica Veterinaria Lyon	Clinicas Veterinarias	Freire 1331 Concepción - VIII Región	NA	(56)412738909
laboratorio	Clínica Veterinaria Petrohue	Clinicas Veterinarias	Av Santa María 600 Puerto Montt - X Región	www.veterinariapetrohue.cl	(56)652313192
laboratorio	Dra. Valentina Quiroga Soto	Medicos Afecciones Bronquiales Infantiles	Colo-Colo 293 Concepción - VIII Región	NA	(56)412232019
laboratorio	Centro Médico Inmunomédica	Medicos Centros Medicos	San Martín 920 Concepción - VIII Región	www.inmunomedica.cl	(56)412108200
laboratorio	Veterinaria San Marcos	Medicos Veterinarios	Gran Av. José Miguel Carrera 8475 LA Cisterna - RM	www.veterinariasanmarcos.cl	(56)225583815
laboratorio	Vacunatorio y Clínica Dental Endodent	Vacunatorios	Av Pedro Aguirre C 1055 2 Centro Comercial Versluys San Pedro de la Paz - VIII Región	www.endodent.cl	(56)412466400
laboratorio	Seal LTDA.	Acuicultura	San Martín 930 Castro - X Región	NA	(56)652633610
laboratorio	Ingenio Spa	Maquinaria Industrial	Constitución 644 Chillán - VIII Región	NA	(56)985375493
laboratorio	Insulab LTDA.	Insumos Medicos	9 Oriente 1390 Talca - VII Región	www.insulablimitada.cl	(56)712233872
laboratorio	Centro Médico y Dental Darsalud	Medicos	Vicuña Mackenna Poniente 7215 LA Florida - RM	www.darsalud.cl	(56)224130313
laboratorio	Inmunomédica	Medicos Medicina General	San Martín 920 Concepción - VIII Región	www.inmunomedica.cl	(56)412108200
laboratorio	Etha LTDA.	Insumos Medicos	Av Ñuble 569 SANTIAGO - RM	www.etha.cl	(56)989036408
laboratorio	Clínica Veterinaria San Sebastián	Clinicas Veterinarias	Av. Prat 12 Quillota - V Región	www.clinicaveterinariasansebastianquillota.cl	(56)332350825
laboratorio	Clínica Veterinaria Punto Mascota	Clinicas Veterinarias	Av Carl Ibáñez del C 3554 Viña del Mar - V Región	www.puntomascota.cl	(56)322869579
laboratorio	Muebles Escolares Arcoíris Chile	Muebles Para Oficina	David Perry 0560 Temuco - IX Región	www.arcoirischile.cl	(56)452220205
laboratorio	Clínica Dental Inmunodent	Dentistas Clinicas Dentales	Castellón 316 Concepción - VIII Región	www.inmunomedica.cl	(56)412108620
laboratorio	Hamburgo Ingeniería S.A.	Ingenieros Constructores	Padre Alberto Hurtado 697 PEÑALOLÉN - RM	www.hamburgoingenieria.cl	(56)222928911
laboratorio	Centro Médico San Jorge	Medicos Centros Medicos	Av. Lo Ovalle 1669 SAN Miguel - RM	NA	(56)942238570
laboratorio	Rayocolor	Fotografias	Independencia 437 Local 2 Linares - VII Región	www.rayocolor.cl	(56)732212995
laboratorio	Vasculares Asociados	Medicos Cirugia Vascular	Av. Salvador 95 Of. 510 PROVIDENCIA - RM	NA	(56)222097427
laboratorio	Matricería y Plástica LTDA.	Envases De Plastico	Santiago Concha 1855 SANTIAGO - RM	NA	(56)225550848
laboratorio	Agua Ley - Agua Destilada - Desmineralizada y Desionizada	Agua Destilada	Av Lo Ovalle 196 LA Granja - RM	www.agualey.cl	(56)222830482
laboratorio	Veterinaria Puerta Sur	Clinicas Veterinarias	Capitán Avalos 6071 Puerto Montt - X Región	NA	(56)998151632
laboratorio	Idu - Instituto Diagnóstico Urológico	Medicos Urologia	6 Norte 774 Viña del Mar - V Región	www.idu.cl	(56)322971850
laboratorio	Clínica Veterinaria Requinoa	Clinicas Veterinarias	Pablo Rubio 267 Requinoa - VI Región	www.veterinariarequinoa.cl	(56)722551616
laboratorio	Podología Clínica	Podologos	Av Salvador 149 PROVIDENCIA - RM	www.podologiaclinica.org	(56)987765310
laboratorio	Laboratorio Clínico Automatizado Wallace	Laboratorios Clinicos	Av Ramón Pérez Opazo 3168 Alto Hospicio - I Región	www.facebook.com/laboratorio.clinico.wallace/	(56)572240623
laboratorio	Abbylab S.A.	Laboratorios Clinicos	Av Nueva Providencia 1881 PROVIDENCIA - RM	NA	(56)229460778
laboratorio	Laboratorio Dental Cerolab	Laboratorios Dentales	Av Providencia 2601 PROVIDENCIA - RM	NA	(56)223340956
laboratorio	Laboratorio Dental Gallegos	Laboratorios Dentales	Av Colombia 9018 LA Florida - RM	NA	(56)222813065
laboratorio	Valencia Villegas Juan Eduardo	Laboratorios Dentales	Enrique Mac-Iver 22 SANTIAGO - RM	NA	(56)226335697
laboratorio	Arvilab LTDA.	Articulos Para Laboratorios	Pje Feijoa 9621 LA Florida - RM	NA	(56)222870175
laboratorio	Centro Medico Luis Pasteur	Laboratorios Clinicos	Manuel Bulnes 688 Osorno - X Región	NA	(56)642235748
laboratorio	Laboratorio Veterinario Rimat	Laboratorios Veterinarios	Ricardo Wagner 2199 LA Reina - RM	www.rimat.cl	(56)222772519
laboratorio	Denacor	Muebles Para Laboratorios	Oscar Castro 3199 PUENTE Alto - RM	www.denacor.cl	(56)988182153
laboratorio	Laboratorio Dental Blaitt	Laboratorios Dentales	Ps Huérfanos 786 SANTIAGO - RM	www.laboratorioblaitt.cl	(56)226331522
laboratorio	Metalquim Ltda	Laboratorios Metalurgicos	José Besa 1507 QUINTA Normal - RM	www.metalquim.cl	(56)227734429
laboratorio	Crisvert LTDA.	Articulos Para Laboratorios	San Dionisio 2295 SANTIAGO - RM	NA	(56)223779257
laboratorio	Laboratorio Arensburg S.A.I.C.	Laboratorios De Cosmeticos	Los Limoneros 3777 MACUL - RM	www.arensburg.cl	(56)222722346
laboratorio	Comercial a y B S.A.	Articulos Para Laboratorios	Dr. M. Barros Borg. 105 PROVIDENCIA - RM	www.comercialayb.cl	(56)222364031
laboratorio	Laboratorio Mintlab Co S.A.	Laboratorios Farmaceuticos	Nueva Andrés Bello 1940 INDEPENDENCIA - RM	www.zonic.cl	(56)225624300
laboratorio	Quimagro S.A	Laboratorios Veterinarios	Av Departamental 935 SAN Miguel - RM	www.quimagro.cl	(56)228384700
laboratorio	Laboratorio Clinico Labotem	Laboratorios Clinicos	Av Manuel Rodríguez 429 Chiguayante - VIII Región	www.sinweb.cl	(56)412978302
laboratorio	Veterinaria Ñielol	Articulos Para Laboratorios	Ministro Zenteno 392 Temuco - IX Región	www.veterinarianielol.cl	(56)452212202
laboratorio	Laboratorio Clinico Augusto Valdes Romero	Laboratorios Clinicos	Lib. B. O'Higgins 595 Constitución - VII Región	NA	(56)712671338
laboratorio	Dentista Enrique Becerra F.	Laboratorios Dentales	Ps Las Bellotas 199 PROVIDENCIA - RM	NA	(56)222326024
laboratorio	Laboratorios Ximena Polanco	Laboratorios Farmaceuticos	Dresden 4640 SAN Miguel - RM	www.xpolanco.com	(56)225515336
laboratorio	Laboratorio Dental Prodenar	Laboratorios Dentales	Astorga 38 Rancagua - VI Región	NA	(56)722230602
laboratorio	Laboratorio Dental Humberto Barahona Araneda	Laboratorios Dentales	Freire 858 Concepción - VIII Región	NA	(56)412620358
laboratorio	Laboratorio Dental Valdent	Laboratorios Dentales	14 Norte 571 Viña del Mar - V Región	NA	(56)322698843
laboratorio	Iproming	Articulos Para Laboratorios	San Nicolás 667 SAN Miguel - RM	www.ipromingchile.cl	(56)225533495
laboratorio	Laboratorio Clinico Pasteur LTDA.	Laboratorios Clinicos	José Joaquín Pérez 300 Calera - V Región	NA	(56)332222524
laboratorio	Laboratorio Clinico y Centro Medico San Martin	Laboratorios Clinicos	Colón 330 Arica - XV Región	NA	(56)582232204
laboratorio	Laboratorio Dental Gonzalo Cañete Valenzuela	Laboratorios Dentales	Av 1 Norte 461 Viña del Mar - V Región	www.laboratoriodentalgonzalocanete.cl	(56)322978849
laboratorio	Laboratorio M y V	Laboratorios Dentales	Manuel Antonio Matta 595 Osorno - X Región	NA	(56)642243878
laboratorio	Laboratorio Dental Mezdent	Laboratorios Dentales	Eugenio Gligo 0149 Punta Arenas - XII Región	www.mezdent.cl	(56)612214140
laboratorio	Laboratorio Clinico Oscar Zuñiga	Laboratorios Clinicos	Urriola 680 Rengo - VI Región	NA	(56)722511429
laboratorio	Bio Analisis Laboratorio Clinico	Laboratorios Clinicos	Av Arturo Prat 350 Temuco - IX Región	NA	(56)452239146
laboratorio	Lab Service	Laboratorios Clinicos	Ignacio Valdivieso 2265 SAN Joaquín - RM	www.labservice.cl	(56)224480101
laboratorio	Laboratorio Clinico Irma Esparza	Laboratorios Clinicos	Chacabuco 657 Linares - VII Región	www.clinicaesparza.cl	(56)732210633
laboratorio	Laboratorio Dental Ernesto Silva	Laboratorios Dentales	Pje Juan López 569 Antofagasta - II Región	NA	(56)552251401
laboratorio	Clary	Laboratorios Dentales	Av Independencia 1725 Valparaíso - V Región	www.mariaclara.cl	(56)322212848
laboratorio	Servident	Laboratorios Dentales	Argomedo 503 Curicó - VII Región	NA	(56)752316529
laboratorio	Laboratorio Clinico Carrera	Laboratorios Clinicos	B. Vicuña Mackenna 874 Quilpué - V Región	NA	(56)322914966
laboratorio	Laboratorio Dental Ceramic-Dent	Laboratorios Dentales	Constitución 664 Chillán - VIII Región	www.gexachile.cl	(56)422212808
laboratorio	Laboratorio Alvarez	Laboratorios Dentales	Lib. B. O'Higgins 827 Osorno - X Región	NA	(56)642237265
laboratorio	Laboratorio Anatomia Patologica Dr. Claudio Cruzat	Laboratorios Clinicos	1 Norte 963 Talca - VII Región	NA	(56)712211073
laboratorio	Probet	Articulos Para Laboratorios	9½ Oriente 49 Talca - VII Región	NA	(56)712237742
laboratorio	Martinez Vega Renato Andres	Laboratorios Dentales	Caupolicán 567 Concepción - VIII Región	NA	(56)412233169
laboratorio	Protesis Fija y Esteticos Jean Pierre Tapia Palma	Laboratorios Dentales	Serrano 548 Concepción - VIII Región	NA	(56)986621624
laboratorio	Laboratorio Clinico Tecnoanalisis	Laboratorios Clinicos	I. Carrera Pinto 275 Parral - VII Región	NA	(56)732464338
laboratorio	Manuel Ly	Laboratorios Dentales	Huanchaca 334 Antofagasta - II Región	NA	(56)552221518
laboratorio	Laboratorio Dental Jorge Corral Canales	Laboratorios Dentales	Ruiz 143 Viña del Mar - V Región	www.pro-dental.cl	(56)322471629
laboratorio	Laboratorio Dental Sergio Vasquez	Laboratorios Dentales	Cnel. Stgo. Bueras 359 Rancagua - VI Región	NA	(56)722227048
laboratorio	Laboratorio Clinico Dra. Gloria Canovas y CIA.	Laboratorios Clinicos	Eduardo de la Barra 260 La Serena - IV Región	NA	(56)512225236
laboratorio	Laboratorio Dental Quimey	Laboratorios Dentales	San Martín 758 Concepción - VIII Región	NA	(56)969185697
laboratorio	Cimm Centro de Investigacion Minera y Metalurgica	Laboratorios Metalurgicos	Av Parque Antonio Rabat 6500 VITACURA - RM	www.cimm-tys.cl	(56)222427816
laboratorio	Iema Instituto de Estudios Medicos Avanzados	Laboratorios Clinicos	Av Rancagua 835 PROVIDENCIA - RM	www.iema.cl	(56)222257928
laboratorio	Laboratorio Clinico Iquilab	Laboratorios Clinicos	Obispo Labbé 800 Iquique - I Región	NA	(56)572391242
laboratorio	Prodelab LTDA.	Articulos Para Laboratorios	Galvarino 615 Concepción - VIII Región	www.prodelab.cl	(56)412936635
