consulta	nombre	categoria	direccion	pagina_web	telefono
farmaceutica	La Botica	Productos Farmaceuticos	Gustavo Le Paige 258 San Pedro de Atacama - II Región	NA	(56)552851169
farmaceutica	Laboratorio Bioequivalencia In Vitro	Laboratorios Farmaceuticos	Av 1 Norte 525 Viña del Mar - V Región	www.bioeq.cl	(56)322970353
farmaceutica	Ferring Pharmaceuticals	Productos Farmaceuticos	Alcántara 200 LAS Condes - RM	www.ferring.cl	(56)223695630
farmaceutica	Gador Limitada	Laboratorios Farmaceuticos	Antonio Bellet 444 PROVIDENCIA - RM	www.gador.com	(56)228871600
farmaceutica	Claudia Andrea Pizarro Contador Ventas y Servicios Profesion	Productos Farmaceuticos	Coquimbo 188 Ovalle - IV Región	NA	(56)532621789
farmaceutica	Skin Pharma	Productos Farmaceuticos	Napoleón 3565 LAS Condes - RM	www.skinpharma.cl	(56)992006658
farmaceutica	Novartis Chile	Laboratorios Farmaceuticos	Rosario Norte 615 LAS Condes - RM	www.novartis.cl	(56)223500200
farmaceutica	Novo Nordisk	Laboratorios Farmaceuticos	Av Presidente Riesco 5335 LAS Condes - RM	www.novonordisk.cl	(56)224280200
farmaceutica	Heel Chile	Laboratorios Farmaceuticos	Av Eliodoro Yáñez 1618 PROVIDENCIA - RM	www.heel.cl	(56)223354811
farmaceutica	Laboratorios Saval S.A.	Laboratorios Farmaceuticos	Av Pdte Edo M 4600 RENCA - RM	www.saval.cl	(56)227073000
farmaceutica	Medtec Limitada	Laboratorios Farmaceuticos	El Dante 4159 LAS Condes - RM	NA	(56)222283171
farmaceutica	Galderma Chile Laboratorios LTDA.	Laboratorios Farmaceuticos	Enrique Mac-Iver 440 SANTIAGO - RM	www.galderma.com	(56)224807500
farmaceutica	Janssen Cilag Chile	Laboratorios Farmaceuticos	Av Presidente Kennedy 5454 VITACURA - RM	www.janssen-cilag.com	(56)226555800
farmaceutica	Msd Chile	Laboratorios Farmaceuticos	Av Mariano Sánchez Fontecilla 310 LAS Condes - RM	www.msdchile.cl	(56)223621660
farmaceutica	Ghc Laboratorios Farmacéuticos	Laboratorios Farmaceuticos	Dr. M. Barros Borg. 450 PROVIDENCIA - RM	www.ghc-chile.cl	(56)222354356
farmaceutica	B y B Farmaceutica LTDA.	Laboratorios Farmaceuticos	Parinacota 381 QUILICURA - RM	NA	(56)227392372
farmaceutica	Allergan Laboratorios	Laboratorios Farmaceuticos	Av Apoquindo 3472 LAS Condes - RM	www.allergan.com	(56)227291800
farmaceutica	Celis Salles Cia LTDA.	Productos Farmaceuticos	Av Diagonal Paraguay 110 SANTIAGO - RM	www.pharmamerica.cl	(56)226657509
farmaceutica	Soc Comercial Yareta Limitada	Productos Farmaceuticos	Uribe 617 Valparaíso - V Región	www.gigawhite.cl	(56)322216284
farmaceutica	Instituto Nacional de Quiromasajes Inaq	Productos Farmaceuticos	Hernando de Aguirre 391 PROVIDENCIA - RM	www.inaq.cl	(56)227168905
farmaceutica	Concolor	Productos Farmaceuticos	Av Del Valle 945 HUECHURABA - RM	NA	(56)229492656
farmaceutica	Caribean Pharma	Productos Farmaceuticos	Av Américo Vespucio 1385 QUILICURA - RM	www.caribeanpharma.cl	(56)226639300
farmaceutica	Drogueria Antofagasta	Productos Farmaceuticos	Jorge Washington 2562 Antofagasta - II Región	www.drogueriaantofagasta.cl	(56)552794312
farmaceutica	Biomedical Distribution Chile LTDA.	Productos Farmaceuticos	Cno Lo Boza 120 PUDAHUEL - RM	NA	(56)224134054
farmaceutica	Distribuidora Farmage	Laboratorios Farmaceuticos	Av Suecia 42 PROVIDENCIA - RM	NA	(56)229462177
farmaceutica	Laboratorios Stiefel de Chile y Cia Ltda	Productos Farmaceuticos	Av Américo Vespucio 1200 PEÑALOLÉN - RM	NA	(56)223829021
farmaceutica	Improfar	Productos Farmaceuticos	Av Santa Teresa 899 Los Andes - V Región	www.improfar.cl	(56)342460336
farmaceutica	Farmacia la Botica Curico	Productos Farmaceuticos	Manuel Montt 625 Curicó - VII Región	NA	(56)994789564
farmaceutica	Biosyntec S.A.	Productos Farmaceuticos	Benito Rebolledo 2505 MACUL - RM	WWW.BIOSYNTEC.CL	(56)224194029
farmaceutica	Sanofi Pasteur S.A.	Productos Farmaceuticos	Av Presidente Riesco 5435 LAS Condes - RM	NA	(56)223676906
farmaceutica	La Casa Ochi	Productos Farmaceuticos	Manuel Bayón 3413 Talcahuano - VIII Región	NA	(56)412131422
farmaceutica	Productos Herbario de los Lagos SA	Productos Farmaceuticos	Av Santa Rosa 63 SANTIAGO - RM	NA	(56)226885071
farmaceutica	Farmacias Blumel  Limitada	Productos Farmaceuticos	Av El Olimpo 19902 MAIPÚ - RM	NA	(56)222685773
farmaceutica	Algodonera Varas Compania Limitada	Productos Farmaceuticos	Av Brasil 853 Concepción - VIII Región	NA	(56)412247808
farmaceutica	Comercial y Farmaceutica Arthus LTDA.	Productos Farmaceuticos	Pje Libertador Bdo.O'Higgins 6036 ESTACIÓN Central - RM	NA	(56)227799293
farmaceutica	Inversiones Edelweiss Chile Limitada	Productos Farmaceuticos	Ismael Valdés 670 SANTIAGO - RM	WWW.EDELWEISSCHILE.CL	(56)226644680
farmaceutica	Laboratorio Chile S.A.	Laboratorios Farmaceuticos	Av Marathon 3830 MACUL - RM	NA	(56)225967900
farmaceutica	Laboratorios Rider S.A.	Laboratorios Farmaceuticos	Placer 1354 SANTIAGO - RM	WWW.LABRIDER.CL	(56)224898800
farmaceutica	Laboratorio Prox S.A.	Laboratorios Farmaceuticos	Agustinas 1350 SANTIAGO - RM	WWW.PROX.CL	(56)222905700
farmaceutica	Farmacia Redfarma	Productos Farmaceuticos	Av Ricardo Cumming 968 SANTIAGO - RM	NA	(56)226962848
farmaceutica	Genzyme Chile	Productos Farmaceuticos	Av Isidora Goyenechea 2800 LAS Condes - RM	WWW.GENZYME.COM	(56)224282800
farmaceutica	Iphsa	Productos Farmaceuticos	Cno a Melipilla 6873 CERRILLOS - RM	WWW.IPHSA.CL	(56)223684446
farmaceutica	Laboratorios Kampar	Laboratorios Farmaceuticos	Andrés de Fuenzalida 22 PROVIDENCIA - RM	www.kampar.cl	(56)223354030
farmaceutica	Laboratorios Rider Ltda	Laboratorios Farmaceuticos	El Castaño 145 LAMPA - RM	www.rider.cl	(56)224990800
farmaceutica	Astrazeneca	Laboratorios Farmaceuticos	Av Isidora Goyenechea 3477 LAS Condes - RM	www.astrazeneca.cl	(56)227980800
farmaceutica	Schering Plough Compañia	Productos Farmaceuticos	Av Mariano Sánchez Fontecilla 310 LAS Condes - RM	NA	(56)223506200
farmaceutica	Itf Labomed	Laboratorios Farmaceuticos	Cerro El Plomo 5420 LAS Condes - RM	www.itf-labomed.cl	(56)226567800
farmaceutica	Pmg Pharma	Laboratorios Farmaceuticos	Av Antonio Varas 2615 ÑUÑOA - RM	www.pmgpharma.com	(56)222747450
farmaceutica	Articulos de Laboratorio Silicalab	Productos Farmaceuticos	Av México 2241 PUENTE Alto - RM	NA	(56)229861962
farmaceutica	Psi Cro	Laboratorios Farmaceuticos	Miraflores 222 SANTIAGO - RM	www.psi-cro.com	(56)227166008
farmaceutica	Glaxosmithkline	Laboratorios Farmaceuticos	Av Andrés Bello 2687 LAS Condes - RM	www.hinds.cl	(56)223829000
farmaceutica	Libra Chile S.A.	Laboratorios Farmaceuticos	Av Apoquindo 5555 LAS Condes - RM	NA	(56)222022867
farmaceutica	Boehringer Ingelheim LTDA.	Laboratorios Farmaceuticos	General Del Canto 421 PROVIDENCIA - RM	www.ondero.cl	(56)222640010
farmaceutica	Laboratorio Herboandina	Laboratorios Farmaceuticos	Agustinas 1350 SANTIAGO - RM	www.herboandina.cl	(56)226826907
farmaceutica	Adpro	Productos Farmaceuticos	Corte de Apelaciones 1071 VITACURA - RM	NA	(56)226243870
farmaceutica	Pfizer Chile S. A.	Laboratorios Farmaceuticos	Cerro El Plomo 5680 LAS Condes - RM	www.toviaz.cl	(56)222412000
farmaceutica	Roche Chile	Laboratorios Farmaceuticos	Cerro El Plomo 5630 LAS Condes - RM	www.roche.cl	(56)224413200
farmaceutica	Laboratorios Garden House	Laboratorios Farmaceuticos	Pje Presidente Jorge 12310 SAN Bernardo - RM	www.gardenhouse.cl	NA
farmaceutica	Biobio Tech	Productos Farmaceuticos	Av Chacabuco 1140 Concepción - VIII Región	www.biobiotech.com	800200789
farmaceutica	Laboratorio y Drogueria Nacional   Ltda	Productos Farmaceuticos	Nueva 5374 CONCHALÍ - RM	NA	(56)991777492
farmaceutica	Only Life	Productos Farmaceuticos	Merced 838 SANTIAGO - RM	www.onlylife.cl	(56)226238455
farmaceutica	Pharmatech Chile	Productos Farmaceuticos	Av Apoquindo 5583 LAS Condes - RM	www.pharmatech.cl	(56)986733753
farmaceutica	Insuvet LTDA.	Productos Farmaceuticos	Av Balmaceda 1317 Temuco - IX Región	www.insuvet.cl	(56)222128894
farmaceutica	Eli Lilly Interamerica Inc y CIA. LTDA.	Laboratorios Farmaceuticos	Av Apoquindo 3600 LAS Condes - RM	www.lilly.com	(56)452525168
farmaceutica	Drogueria Global Pharma Spa	Laboratorios Farmaceuticos	Av Las Américas 173 CERRILLOS - RM	www.global-pharma.cl	(56)229129700
farmaceutica	Farmacia San Miguel	Laboratorios Farmaceuticos	Latorre 115 Huasco - III Región	NA	(56)228384400
farmaceutica	Importadora Ferszt	Productos Farmaceuticos	Av Apoquindo 6410 LAS Condes - RM	www.ifl.cl	(56)512531470
farmaceutica	Lundbeck Chile	Laboratorios Farmaceuticos	Av Vitacura 5250 VITACURA - RM	www.lundbeck.cl	(56)226578840
farmaceutica	Valcor Trading	Productos Farmaceuticos	Ing.E.P.Lagarrigue 5331 MAIPÚ - RM	NA	(56)222478685
farmaceutica	Farmaceutica Cordillera	Farmacias	Av Padre Hurtado 10904 EL Bosque - RM	NA	(56)225279909
farmaceutica	Farmaceutica Alemana	Farmacias	Av San Juan 75 Machalí - VI Región	NA	(56)722411223
farmaceutica	Farmaceutica los Dominicos	Farmacias	Av Diagonal Paraguay 390 SANTIAGO - RM	NA	(56)225162134
farmaceutica	Farmaceutica Samko	Farmacias	Av Apoquindo 7272 LAS Condes - RM	NA	(56)222128992
farmaceutica	Farmaceutica Hochteter	Farmacias	Illapel 10 Puerto Montt - X Región	NA	(56)652277963
farmaceutica	Qualix Farmaceutica Limitada	Farmacias	Av Pedro de Valdivia 925 PROVIDENCIA - RM	NA	(56)223432500
farmaceutica	Farmaceutica Manantial Limitada	Farmacias	Arturo Prat 675 Santa Bárbara - VIII Región	NA	(56)432971131
farmaceutica	Farmaceutica Puerto SA	Farmacias	Serrano 301 Valparaíso - V Región	NA	(56)322594514
farmaceutica	Farmaceutica Camval Limitada	Farmacias	Av Valparaíso 786 Viña del Mar - V Región	NA	(56)322687977
farmaceutica	Farmaceutica San Antonio	Articulos Medicos	San Antonio 575 SANTIAGO - RM	NA	(56)226644396
farmaceutica	Farmaceutica Alvarez Hnos.	Farmacias	Av Santelices 348 ISLA de Maipo - RM	WWW.FARMAMARKET.CL	(56)228121520
farmaceutica	Farmaceutica Quellon LTDA.	Farmacias	Ramón Freire 329 Quellón - X Región	NA	(56)652680312
farmaceutica	Farmaceutica Pentaline S.A.	Equipos Para Laboratorios	Av Tobalaba 155 PROVIDENCIA - RM	WWW.PENTALINE.CL	(56)223620657
farmaceutica	Farmaceutica Redfarma LTDA.	Farmacias	Arturo Prat 71 Concepción - VIII Región	WWW.REDFARMA.CL	(56)412178436
farmaceutica	Farmaceutica del Norte Eirl	Farmacias	4 de Julio 706 Diego de Almagro - III Región	NA	(56)522475425
farmaceutica	Farmaceutica Step Ltd	Farmacias	Almagro 472 Los Angeles - VIII Región	NA	(56)432630367
farmaceutica	Farmaceutica Anikai Limitada	Farmacias	Av Vicuña Mackenna 12321 LA Florida - RM	NA	(56)222897487
farmaceutica	Farmaceutica Santiago S a	Perfumerias	Av Joaquín Edwards Bello 10670 LA Granja - RM	NA	(56)225168187
farmaceutica	Farmaceutica Roncal S.A.	Medicos Medicina Del Sueño	Av San Sebastián 2807 LAS Condes - RM	WWW.FARONKAL.CL	(56)226406500
farmaceutica	Qualix Farmaceutica L.T.D.A.	Farmacias	Av Simón Bolívar 1929 ÑUÑOA - RM	www.qualytecfarmaceutica.cl	(56)227520608
farmaceutica	Soc Farmaceutica Lampa Limitada	Perfumerias	Baquedano 1045 LAMPA - RM	NA	(56)228422776
farmaceutica	Camara de la Industria Farmaceutica de C	Asociaciones Gremiales	Hernando de Aguirre 1981 PROVIDENCIA - RM	www.cifchile.cl	(56)222252461
farmaceutica	Soc Farmaceutica Trifarm Limitada	Farmacias	San Martín 209 Rengo - VI Región	NA	(56)722510780
farmaceutica	Sociedad Farmaceutica Cardemil LTDA.	Farmacias	Av Rafael Casanova 158 Santa Cruz - VI Región	NA	(56)722822350
farmaceutica	Farmaceutica F y C LTDA.	Farmacias	Aureliano Sánchez 98 Calbuco - X Región	NA	(56)652462250
farmaceutica	Comercial Farmaceutica Galeno LTDA.	Farmacias	Av Salvador 149 PROVIDENCIA - RM	NA	(56)222054622
farmaceutica	Farmaceutica Bio Bio Limitada	Farmacias	5 de Abril 775 Chillán - VIII Región	NA	(56)422232690
farmaceutica	Sociedad Farmaceutica y Homeopatica Norambuena Cid	Homeopatia	Peña 684 Curicó - VII Región	NA	(56)752312860
farmaceutica	Sociedad Farmaceutica Jp y CIA. LTDA.	Farmacias	Pisagua 1257 Victoria - IX Región	NA	(56)452844539
farmaceutica	Sociedad Farmaceutica Vargas Vargas LTDA.	Farmacias	Av Doctor Luis Reuss Bernat 273 San Antonio - V Región	NA	(56)352588604
farmaceutica	Farmaceutica Hochste Tter Mery Ltda	Farmacias	Av Irarrázaval 2586 ÑUÑOA - RM	www.hahnemann.cl	(56)222050246
farmaceutica	Comercial Farmaceutica Gutierrez y Santander y Com	Farmacias	Av 2ª Transversal 2982 MAIPÚ - RM	www.farmaciascentral.cl	(56)227115505
farmaceutica	Soc Farmaceutica C y C Limitada	Almacenes De Barrio	2 Sur 2015 Talca - VII Región	NA	(56)712242682
farmaceutica	Comercializadora Farmaceutica San Miguel Spa	Farmacias	Varas Mena 788 SAN Miguel - RM	NA	(56)223496838
farmaceutica	Sociedad Comercial y Farmaceutica Jube Limita	Farmacias	Maipú 100 Penco - VIII Región	NA	(56)412450374
farmaceutica	Sociedad Farmaceutica y Perfumeria la Botika LTDA.	Farmacias	Matías Cousiño 325 Caldera - III Región	NA	(56)522243661
farmaceutica	Sociedad Farmaceutica Lobos y CIA. LTDA.	Farmacias	Av Salvador 702 PROVIDENCIA - RM	NA	(56)223439174
farmaceutica	Soc Farmaceutica y de Inversiones Oelckers y Hudson Limitada	Productos Naturistas	Av Pedro Montt 2498 Valparaíso - V Región	NA	(56)322210618
farmaceutica	Sociedad Comercial Farmacéutica Parra y Parra LTDA.	Farmacias	Uruguay 1699 SAN Ramón - RM	NA	(56)227479256
farmaceutica	Antonio Ibañez Sociedad Farmaceutica y Comercial E.I.R.L.	Farmacias	Av Lleuque 1540 Concepción - VIII Región	www.redfarmalomasdebellavista.cl	(56)413180399
farmaceutica	Farmaceutica Quezada Pereira Q.Fs. Asociados LTDA.	Farmacias	Av Santa Rosa 7936 LA Granja - RM	WWW.FARMACIASFARMAVITTA.CL	(56)966161912
farmaceutica	Leonardo Esteban Guajardo Menares Farmaceutica E.I.R.L.	Farmacias	Av José M Balmaceda 272 Pica - I Región	NA	(56)572742086
